traceid,label,activity,anomaly_type,anomaly_details
6,anomaly,O,activity_switching,"{'index1': 10, 'index2': 4, 'activity1': 'T', 'activity2': 'Q'}"
6,anomaly,R,activity_switching,"{'index1': 10, 'index2': 4, 'activity1': 'T', 'activity2': 'Q'}"
6,anomaly,S,activity_switching,"{'index1': 10, 'index2': 4, 'activity1': 'T', 'activity2': 'Q'}"
6,anomaly,Q,activity_switching,"{'index1': 10, 'index2': 4, 'activity1': 'T', 'activity2': 'Q'}"
6,anomaly,U,activity_switching,"{'index1': 10, 'index2': 4, 'activity1': 'T', 'activity2': 'Q'}"
6,anomaly,END,activity_switching,"{'index1': 10, 'index2': 4, 'activity1': 'T', 'activity2': 'Q'}"
7,normal,START,,
7,normal,F,,
7,normal,L,,
7,normal,M,,
7,normal,Q,,
7,normal,P,,
7,normal,N,,
7,normal,O,,
7,normal,R,,
7,normal,S,,
7,normal,T,,
7,normal,U,,
7,normal,END,,
8,anomaly,START,activity_insertion,"{'index': 11, 'activity': 'M'}"
8,anomaly,F,activity_insertion,"{'index': 11, 'activity': 'M'}"
8,anomaly,G,activity_insertion,"{'index': 11, 'activity': 'M'}"
8,anomaly,M,activity_insertion,"{'index': 11, 'activity': 'M'}"
8,anomaly,N,activity_insertion,"{'index': 11, 'activity': 'M'}"
8,anomaly,O,activity_insertion,"{'index': 11, 'activity': 'M'}"
8,anomaly,P,activity_insertion,"{'index': 11, 'activity': 'M'}"
8,anomaly,Q,activity_insertion,"{'index': 11, 'activity': 'M'}"
8,anomaly,R,activity_insertion,"{'index': 11, 'activity': 'M'}"
8,anomaly,S,activity_insertion,"{'index': 11, 'activity': 'M'}"
8,anomaly,T,activity_insertion,"{'index': 11, 'activity': 'M'}"
8,anomaly,M,activity_insertion,"{'index': 11, 'activity': 'M'}"
8,anomaly,U,activity_insertion,"{'index': 11, 'activity': 'M'}"
8,anomaly,END,activity_insertion,"{'index': 11, 'activity': 'M'}"
9,anomaly,START,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,F,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,J,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,K,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,M,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,N,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,Q,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,P,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,O,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,R,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,S,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,T,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,U,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,F,activity_insertion,"{'index': 13, 'activity': 'F'}"
9,anomaly,END,activity_insertion,"{'index': 13, 'activity': 'F'}"
10,normal,START,,
10,normal,F,,
10,normal,G,,
10,normal,M,,
10,normal,Q,,
10,normal,O,,
10,normal,N,,
10,normal,P,,
10,normal,R,,
10,normal,S,,
10,normal,T,,
10,normal,U,,
10,normal,END,,
11,normal,START,,
11,normal,F,,
11,normal,L,,
11,normal,M,,
11,normal,O,,
11,normal,N,,
11,normal,Q,,
11,normal,P,,
11,normal,R,,
11,normal,S,,
11,normal,T,,
11,normal,U,,
11,normal,END,,
12,normal,START,,
12,normal,F,,
12,normal,L,,
12,normal,M,,
12,normal,P,,
12,normal,Q,,
12,normal,O,,
12,normal,N,,
12,normal,R,,
12,normal,S,,
12,normal,T,,
12,normal,U,,
12,normal,END,,
13,normal,START,,
13,normal,F,,
13,normal,J,,
13,normal,K,,
13,normal,M,,
13,normal,O,,
13,normal,Q,,
13,normal,P,,
13,normal,N,,
13,normal,R,,
13,normal,S,,
13,normal,T,,
13,normal,U,,
13,normal,END,,
14,normal,START,,
14,normal,F,,
14,normal,J,,
14,normal,K,,
14,normal,M,,
14,normal,O,,
14,normal,N,,
14,normal,Q,,
14,normal,P,,
14,normal,R,,
14,normal,S,,
14,normal,T,,
14,normal,U,,
14,normal,END,,
15,normal,START,,
15,normal,F,,
15,normal,J,,
15,normal,K,,
15,normal,M,,
15,normal,N,,
15,normal,Q,,
15,normal,P,,
15,normal,O,,
15,normal,R,,
15,normal,S,,
15,normal,T,,
15,normal,S,,
15,normal,T,,
15,normal,U,,
15,normal,END,,
16,normal,START,,
16,normal,F,,
16,normal,L,,
16,normal,M,,
16,normal,N,,
16,normal,P,,
16,normal,O,,
16,normal,Q,,
16,normal,R,,
16,normal,S,,
16,normal,T,,
16,normal,U,,
16,normal,END,,
17,anomaly,START,skipping_activity,"{'index': 1, 'activity': 'F'}"
17,anomaly,J,skipping_activity,"{'index': 1, 'activity': 'F'}"
17,anomaly,K,skipping_activity,"{'index': 1, 'activity': 'F'}"
17,anomaly,M,skipping_activity,"{'index': 1, 'activity': 'F'}"
17,anomaly,O,skipping_activity,"{'index': 1, 'activity': 'F'}"
17,anomaly,P,skipping_activity,"{'index': 1, 'activity': 'F'}"
17,anomaly,Q,skipping_activity,"{'index': 1, 'activity': 'F'}"
17,anomaly,N,skipping_activity,"{'index': 1, 'activity': 'F'}"
17,anomaly,R,skipping_activity,"{'index': 1, 'activity': 'F'}"
17,anomaly,S,skipping_activity,"{'index': 1, 'activity': 'F'}"
17,anomaly,T,skipping_activity,"{'index': 1, 'activity': 'F'}"
17,anomaly,U,skipping_activity,"{'index': 1, 'activity': 'F'}"
17,anomaly,END,skipping_activity,"{'index': 1, 'activity': 'F'}"
18,anomaly,START,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,F,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,G,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,H,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,I,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,M,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,O,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,P,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,Q,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,N,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,R,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,S,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,T,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,S,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,T,skipping_activity,"{'index': 15, 'activity': 'U'}"
18,anomaly,END,skipping_activity,"{'index': 15, 'activity': 'U'}"
19,normal,START,,
19,normal,F,,
19,normal,G,,
19,normal,H,,
19,normal,I,,
19,normal,M,,
19,normal,O,,
19,normal,P,,
19,normal,N,,
19,normal,Q,,
19,normal,R,,
19,normal,S,,
19,normal,T,,
19,normal,U,,
19,normal,END,,
20,normal,START,,
20,normal,F,,
20,normal,L,,
20,normal,M,,
20,normal,P,,
20,normal,Q,,
20,normal,N,,
20,normal,O,,
20,normal,R,,
20,normal,S,,
20,normal,T,,
20,normal,U,,
20,normal,END,,
21,normal,START,,
21,normal,F,,
21,normal,J,,
21,normal,K,,
21,normal,M,,
21,normal,O,,
21,normal,P,,
21,normal,Q,,
21,normal,N,,
21,normal,R,,
21,normal,S,,
21,normal,T,,
21,normal,U,,
21,normal,END,,
22,anomaly,START,skipping_activity,"{'index': 10, 'activity': 'T'}"
22,anomaly,F,skipping_activity,"{'index': 10, 'activity': 'T'}"
22,anomaly,G,skipping_activity,"{'index': 10, 'activity': 'T'}"
22,anomaly,M,skipping_activity,"{'index': 10, 'activity': 'T'}"
22,anomaly,O,skipping_activity,"{'index': 10, 'activity': 'T'}"
22,anomaly,Q,skipping_activity,"{'index': 10, 'activity': 'T'}"
22,anomaly,P,skipping_activity,"{'index': 10, 'activity': 'T'}"
22,anomaly,N,skipping_activity,"{'index': 10, 'activity': 'T'}"
22,anomaly,R,skipping_activity,"{'index': 10, 'activity': 'T'}"
22,anomaly,S,skipping_activity,"{'index': 10, 'activity': 'T'}"
22,anomaly,U,skipping_activity,"{'index': 10, 'activity': 'T'}"
22,anomaly,END,skipping_activity,"{'index': 10, 'activity': 'T'}"
23,normal,START,,
23,normal,F,,
23,normal,J,,
23,normal,K,,
23,normal,M,,
23,normal,N,,
23,normal,O,,
23,normal,P,,
23,normal,Q,,
23,normal,R,,
23,normal,S,,
23,normal,T,,
23,normal,U,,
23,normal,END,,
24,normal,START,,
24,normal,F,,
24,normal,L,,
24,normal,M,,
24,normal,P,,
24,normal,O,,
24,normal,N,,
24,normal,Q,,
24,normal,R,,
24,normal,S,,
24,normal,T,,
24,normal,U,,
24,normal,END,,
25,normal,START,,
25,normal,F,,
25,normal,J,,
25,normal,K,,
25,normal,M,,
25,normal,O,,
25,normal,P,,
25,normal,N,,
25,normal,Q,,
25,normal,R,,
25,normal,S,,
25,normal,T,,
25,normal,U,,
25,normal,END,,
26,anomaly,START,skipping_activity,"{'index': 7, 'activity': 'P'}"
26,anomaly,F,skipping_activity,"{'index': 7, 'activity': 'P'}"
26,anomaly,J,skipping_activity,"{'index': 7, 'activity': 'P'}"
26,anomaly,K,skipping_activity,"{'index': 7, 'activity': 'P'}"
26,anomaly,M,skipping_activity,"{'index': 7, 'activity': 'P'}"
26,anomaly,Q,skipping_activity,"{'index': 7, 'activity': 'P'}"
26,anomaly,O,skipping_activity,"{'index': 7, 'activity': 'P'}"
26,anomaly,N,skipping_activity,"{'index': 7, 'activity': 'P'}"
26,anomaly,R,skipping_activity,"{'index': 7, 'activity': 'P'}"
26,anomaly,S,skipping_activity,"{'index': 7, 'activity': 'P'}"
26,anomaly,T,skipping_activity,"{'index': 7, 'activity': 'P'}"
26,anomaly,U,skipping_activity,"{'index': 7, 'activity': 'P'}"
26,anomaly,END,skipping_activity,"{'index': 7, 'activity': 'P'}"
27,anomaly,START,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
27,anomaly,N,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
27,anomaly,J,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
27,anomaly,K,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
27,anomaly,M,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
27,anomaly,O,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
27,anomaly,F,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
27,anomaly,P,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
27,anomaly,Q,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
27,anomaly,R,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
27,anomaly,S,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
27,anomaly,T,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
27,anomaly,U,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
27,anomaly,END,activity_switching,"{'index1': 6, 'index2': 1, 'activity1': 'N', 'activity2': 'F'}"
28,anomaly,START,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,F,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,J,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,K,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,K,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,M,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,Q,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,O,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,P,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,N,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,R,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,S,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,T,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,U,activity_insertion,"{'index': 4, 'activity': 'K'}"
28,anomaly,END,activity_insertion,"{'index': 4, 'activity': 'K'}"
29,anomaly,START,activity_insertion,"{'index': 12, 'activity': 'S'}"
29,anomaly,F,activity_insertion,"{'index': 12, 'activity': 'S'}"
29,anomaly,G,activity_insertion,"{'index': 12, 'activity': 'S'}"
29,anomaly,M,activity_insertion,"{'index': 12, 'activity': 'S'}"
29,anomaly,Q,activity_insertion,"{'index': 12, 'activity': 'S'}"
29,anomaly,N,activity_insertion,"{'index': 12, 'activity': 'S'}"
29,anomaly,P,activity_insertion,"{'index': 12, 'activity': 'S'}"
29,anomaly,O,activity_insertion,"{'index': 12, 'activity': 'S'}"
29,anomaly,R,activity_insertion,"{'index': 12, 'activity': 'S'}"
29,anomaly,S,activity_insertion,"{'index': 12, 'activity': 'S'}"
29,anomaly,T,activity_insertion,"{'index': 12, 'activity': 'S'}"
29,anomaly,U,activity_insertion,"{'index': 12, 'activity': 'S'}"
29,anomaly,S,activity_insertion,"{'index': 12, 'activity': 'S'}"
29,anomaly,END,activity_insertion,"{'index': 12, 'activity': 'S'}"
30,anomaly,START,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,F,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,L,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,M,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,Q,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,P,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,N,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,O,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,T,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,R,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,S,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,T,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,S,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,T,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,U,activity_insertion,"{'index': 8, 'activity': 'T'}"
30,anomaly,END,activity_insertion,"{'index': 8, 'activity': 'T'}"
31,anomaly,START,skipping_activity,"{'index': 8, 'activity': 'R'}"
31,anomaly,F,skipping_activity,"{'index': 8, 'activity': 'R'}"
31,anomaly,L,skipping_activity,"{'index': 8, 'activity': 'R'}"
31,anomaly,M,skipping_activity,"{'index': 8, 'activity': 'R'}"
31,anomaly,P,skipping_activity,"{'index': 8, 'activity': 'R'}"
31,anomaly,Q,skipping_activity,"{'index': 8, 'activity': 'R'}"
31,anomaly,N,skipping_activity,"{'index': 8, 'activity': 'R'}"
31,anomaly,O,skipping_activity,"{'index': 8, 'activity': 'R'}"
31,anomaly,S,skipping_activity,"{'index': 8, 'activity': 'R'}"
31,anomaly,T,skipping_activity,"{'index': 8, 'activity': 'R'}"
31,anomaly,U,skipping_activity,"{'index': 8, 'activity': 'R'}"
31,anomaly,END,skipping_activity,"{'index': 8, 'activity': 'R'}"
32,anomaly,START,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,F,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,J,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,J,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,K,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,M,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,P,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,Q,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,N,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,O,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,R,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,S,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,T,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,U,activity_insertion,"{'index': 3, 'activity': 'J'}"
32,anomaly,END,activity_insertion,"{'index': 3, 'activity': 'J'}"
33,anomaly,START,activity_switching,"{'index1': 1, 'index2': 2, 'activity1': 'F', 'activity2': 'G'}"
33,anomaly,G,activity_switching,"{'index1': 1, 'index2': 2, 'activity1': 'F', 'activity2': 'G'}"
33,anomaly,F,activity_switching,"{'index1': 1, 'index2': 2, 'activity1': 'F', 'activity2': 'G'}"
33,anomaly,M,activity_switching,"{'index1': 1, 'index2': 2, 'activity1': 'F', 'activity2': 'G'}"
33,anomaly,P,activity_switching,"{'index1': 1, 'index2': 2, 'activity1': 'F', 'activity2': 'G'}"
33,anomaly,N,activity_switching,"{'index1': 1, 'index2': 2, 'activity1': 'F', 'activity2': 'G'}"
33,anomaly,O,activity_switching,"{'index1': 1, 'index2': 2, 'activity1': 'F', 'activity2': 'G'}"
33,anomaly,Q,activity_switching,"{'index1': 1, 'index2': 2, 'activity1': 'F', 'activity2': 'G'}"
33,anomaly,R,activity_switching,"{'index1': 1, 'index2': 2, 'activity1': 'F', 'activity2': 'G'}"
33,anomaly,S,activity_switching,"{'index1': 1, 'index2': 2, 'activity1': 'F', 'activity2': 'G'}"
33,anomaly,T,activity_switching,"{'index1': 1, 'index2': 2, 'activity1': 'F', 'activity2': 'G'}"
33,anomaly,U,activity_switching,"{'index1': 1, 'index2': 2, 'activity1': 'F', 'activity2': 'G'}"
33,anomaly,END,activity_switching,"{'index1': 1, 'index2': 2, 'activity1': 'F', 'activity2': 'G'}"
34,anomaly,START,skipping_activity,"{'index': 5, 'activity': 'O'}"
34,anomaly,F,skipping_activity,"{'index': 5, 'activity': 'O'}"
34,anomaly,L,skipping_activity,"{'index': 5, 'activity': 'O'}"
34,anomaly,M,skipping_activity,"{'index': 5, 'activity': 'O'}"
34,anomaly,Q,skipping_activity,"{'index': 5, 'activity': 'O'}"
34,anomaly,N,skipping_activity,"{'index': 5, 'activity': 'O'}"
34,anomaly,P,skipping_activity,"{'index': 5, 'activity': 'O'}"
34,anomaly,R,skipping_activity,"{'index': 5, 'activity': 'O'}"
34,anomaly,S,skipping_activity,"{'index': 5, 'activity': 'O'}"
34,anomaly,T,skipping_activity,"{'index': 5, 'activity': 'O'}"
34,anomaly,U,skipping_activity,"{'index': 5, 'activity': 'O'}"
34,anomaly,END,skipping_activity,"{'index': 5, 'activity': 'O'}"
35,anomaly,START,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,M,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,G,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,H,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,I,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,F,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,O,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,Q,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,P,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,N,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,R,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,S,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,T,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,S,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,T,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,U,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
35,anomaly,END,activity_switching,"{'index1': 5, 'index2': 1, 'activity1': 'M', 'activity2': 'F'}"
36,normal,START,,
36,normal,F,,
36,normal,G,,
36,normal,H,,
36,normal,I,,
36,normal,M,,
36,normal,O,,
36,normal,Q,,
36,normal,P,,
36,normal,N,,
36,normal,R,,
36,normal,S,,
36,normal,T,,
36,normal,U,,
36,normal,END,,
37,normal,START,,
37,normal,F,,
37,normal,G,,
37,normal,M,,
37,normal,O,,
37,normal,P,,
37,normal,Q,,
37,normal,N,,
37,normal,R,,
37,normal,S,,
37,normal,T,,
37,normal,U,,
37,normal,END,,
38,anomaly,START,skipping_activity,"{'index': 7, 'activity': 'P'}"
38,anomaly,F,skipping_activity,"{'index': 7, 'activity': 'P'}"
38,anomaly,J,skipping_activity,"{'index': 7, 'activity': 'P'}"
38,anomaly,K,skipping_activity,"{'index': 7, 'activity': 'P'}"
38,anomaly,M,skipping_activity,"{'index': 7, 'activity': 'P'}"
38,anomaly,O,skipping_activity,"{'index': 7, 'activity': 'P'}"
38,anomaly,N,skipping_activity,"{'index': 7, 'activity': 'P'}"
38,anomaly,Q,skipping_activity,"{'index': 7, 'activity': 'P'}"
38,anomaly,R,skipping_activity,"{'index': 7, 'activity': 'P'}"
38,anomaly,S,skipping_activity,"{'index': 7, 'activity': 'P'}"
38,anomaly,T,skipping_activity,"{'index': 7, 'activity': 'P'}"
38,anomaly,U,skipping_activity,"{'index': 7, 'activity': 'P'}"
38,anomaly,END,skipping_activity,"{'index': 7, 'activity': 'P'}"
39,anomaly,START,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,F,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,J,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,K,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,M,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,Q,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,N,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,P,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,O,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,R,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,S,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,N,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,T,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,U,activity_insertion,"{'index': 11, 'activity': 'N'}"
39,anomaly,END,activity_insertion,"{'index': 11, 'activity': 'N'}"
40,anomaly,START,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,F,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,G,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,H,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,I,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,M,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,O,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,F,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,N,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,Q,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,P,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,R,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,S,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,T,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,U,activity_insertion,"{'index': 7, 'activity': 'F'}"
40,anomaly,END,activity_insertion,"{'index': 7, 'activity': 'F'}"
41,normal,START,,
41,normal,F,,
41,normal,J,,
41,normal,K,,
41,normal,M,,
41,normal,N,,
41,normal,P,,
41,normal,Q,,
41,normal,O,,
41,normal,R,,
41,normal,S,,
41,normal,T,,
41,normal,U,,
41,normal,END,,
42,normal,START,,
42,normal,F,,
42,normal,J,,
42,normal,K,,
42,normal,M,,
42,normal,O,,
42,normal,P,,
42,normal,Q,,
42,normal,N,,
42,normal,R,,
42,normal,S,,
42,normal,T,,
42,normal,U,,
42,normal,END,,
