traceid,label,activity,anomaly_type,anomaly_details
7,anomaly,START,skipping_activity,"{'index': 7, 'activity': 'O'}"
7,anomaly,F,skipping_activity,"{'index': 7, 'activity': 'O'}"
7,anomaly,L,skipping_activity,"{'index': 7, 'activity': 'O'}"
7,anomaly,M,skipping_activity,"{'index': 7, 'activity': 'O'}"
7,anomaly,Q,skipping_activity,"{'index': 7, 'activity': 'O'}"
7,anomaly,P,skipping_activity,"{'index': 7, 'activity': 'O'}"
7,anomaly,N,skipping_activity,"{'index': 7, 'activity': 'O'}"
7,anomaly,R,skipping_activity,"{'index': 7, 'activity': 'O'}"
7,anomaly,S,skipping_activity,"{'index': 7, 'activity': 'O'}"
7,anomaly,T,skipping_activity,"{'index': 7, 'activity': 'O'}"
7,anomaly,U,skipping_activity,"{'index': 7, 'activity': 'O'}"
7,anomaly,END,skipping_activity,"{'index': 7, 'activity': 'O'}"
8,normal,START,,
8,normal,F,,
8,normal,G,,
8,normal,M,,
8,normal,N,,
8,normal,O,,
8,normal,P,,
8,normal,Q,,
8,normal,R,,
8,normal,S,,
8,normal,T,,
8,normal,U,,
8,normal,END,,
9,anomaly,START,skipping_activity,"{'index': 4, 'activity': 'M'}"
9,anomaly,F,skipping_activity,"{'index': 4, 'activity': 'M'}"
9,anomaly,J,skipping_activity,"{'index': 4, 'activity': 'M'}"
9,anomaly,K,skipping_activity,"{'index': 4, 'activity': 'M'}"
9,anomaly,N,skipping_activity,"{'index': 4, 'activity': 'M'}"
9,anomaly,Q,skipping_activity,"{'index': 4, 'activity': 'M'}"
9,anomaly,P,skipping_activity,"{'index': 4, 'activity': 'M'}"
9,anomaly,O,skipping_activity,"{'index': 4, 'activity': 'M'}"
9,anomaly,R,skipping_activity,"{'index': 4, 'activity': 'M'}"
9,anomaly,S,skipping_activity,"{'index': 4, 'activity': 'M'}"
9,anomaly,T,skipping_activity,"{'index': 4, 'activity': 'M'}"
9,anomaly,U,skipping_activity,"{'index': 4, 'activity': 'M'}"
9,anomaly,END,skipping_activity,"{'index': 4, 'activity': 'M'}"
10,normal,START,,
10,normal,F,,
10,normal,G,,
10,normal,M,,
10,normal,Q,,
10,normal,O,,
10,normal,N,,
10,normal,P,,
10,normal,R,,
10,normal,S,,
10,normal,T,,
10,normal,U,,
10,normal,END,,
11,normal,START,,
11,normal,F,,
11,normal,L,,
11,normal,M,,
11,normal,O,,
11,normal,N,,
11,normal,Q,,
11,normal,P,,
11,normal,R,,
11,normal,S,,
11,normal,T,,
11,normal,U,,
11,normal,END,,
12,anomaly,START,skipping_activity,"{'index': 9, 'activity': 'S'}"
12,anomaly,F,skipping_activity,"{'index': 9, 'activity': 'S'}"
12,anomaly,L,skipping_activity,"{'index': 9, 'activity': 'S'}"
12,anomaly,M,skipping_activity,"{'index': 9, 'activity': 'S'}"
12,anomaly,P,skipping_activity,"{'index': 9, 'activity': 'S'}"
12,anomaly,Q,skipping_activity,"{'index': 9, 'activity': 'S'}"
12,anomaly,O,skipping_activity,"{'index': 9, 'activity': 'S'}"
12,anomaly,N,skipping_activity,"{'index': 9, 'activity': 'S'}"
12,anomaly,R,skipping_activity,"{'index': 9, 'activity': 'S'}"
12,anomaly,T,skipping_activity,"{'index': 9, 'activity': 'S'}"
12,anomaly,U,skipping_activity,"{'index': 9, 'activity': 'S'}"
12,anomaly,END,skipping_activity,"{'index': 9, 'activity': 'S'}"
13,anomaly,START,skipping_activity,"{'index': 2, 'activity': 'J'}"
13,anomaly,F,skipping_activity,"{'index': 2, 'activity': 'J'}"
13,anomaly,K,skipping_activity,"{'index': 2, 'activity': 'J'}"
13,anomaly,M,skipping_activity,"{'index': 2, 'activity': 'J'}"
13,anomaly,O,skipping_activity,"{'index': 2, 'activity': 'J'}"
13,anomaly,Q,skipping_activity,"{'index': 2, 'activity': 'J'}"
13,anomaly,P,skipping_activity,"{'index': 2, 'activity': 'J'}"
13,anomaly,N,skipping_activity,"{'index': 2, 'activity': 'J'}"
13,anomaly,R,skipping_activity,"{'index': 2, 'activity': 'J'}"
13,anomaly,S,skipping_activity,"{'index': 2, 'activity': 'J'}"
13,anomaly,T,skipping_activity,"{'index': 2, 'activity': 'J'}"
13,anomaly,U,skipping_activity,"{'index': 2, 'activity': 'J'}"
13,anomaly,END,skipping_activity,"{'index': 2, 'activity': 'J'}"
14,anomaly,START,skipping_activity,"{'index': 7, 'activity': 'Q'}"
14,anomaly,F,skipping_activity,"{'index': 7, 'activity': 'Q'}"
14,anomaly,J,skipping_activity,"{'index': 7, 'activity': 'Q'}"
14,anomaly,K,skipping_activity,"{'index': 7, 'activity': 'Q'}"
14,anomaly,M,skipping_activity,"{'index': 7, 'activity': 'Q'}"
14,anomaly,O,skipping_activity,"{'index': 7, 'activity': 'Q'}"
14,anomaly,N,skipping_activity,"{'index': 7, 'activity': 'Q'}"
14,anomaly,P,skipping_activity,"{'index': 7, 'activity': 'Q'}"
14,anomaly,R,skipping_activity,"{'index': 7, 'activity': 'Q'}"
14,anomaly,S,skipping_activity,"{'index': 7, 'activity': 'Q'}"
14,anomaly,T,skipping_activity,"{'index': 7, 'activity': 'Q'}"
14,anomaly,U,skipping_activity,"{'index': 7, 'activity': 'Q'}"
14,anomaly,END,skipping_activity,"{'index': 7, 'activity': 'Q'}"
15,anomaly,START,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,F,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,J,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,K,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,M,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,N,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,Q,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,P,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,O,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,R,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,S,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,T,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,S,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,U,skipping_activity,"{'index': 13, 'activity': 'T'}"
15,anomaly,END,skipping_activity,"{'index': 13, 'activity': 'T'}"
16,normal,START,,
16,normal,F,,
16,normal,L,,
16,normal,M,,
16,normal,N,,
16,normal,P,,
16,normal,O,,
16,normal,Q,,
16,normal,R,,
16,normal,S,,
16,normal,T,,
16,normal,U,,
16,normal,END,,
17,normal,START,,
17,normal,F,,
17,normal,J,,
17,normal,K,,
17,normal,M,,
17,normal,O,,
17,normal,P,,
17,normal,Q,,
17,normal,N,,
17,normal,R,,
17,normal,S,,
17,normal,T,,
17,normal,U,,
17,normal,END,,
18,normal,START,,
18,normal,F,,
18,normal,G,,
18,normal,H,,
18,normal,I,,
18,normal,M,,
18,normal,O,,
18,normal,P,,
18,normal,Q,,
18,normal,N,,
18,normal,R,,
18,normal,S,,
18,normal,T,,
18,normal,S,,
18,normal,T,,
18,normal,U,,
18,normal,END,,
19,normal,START,,
19,normal,F,,
19,normal,G,,
19,normal,H,,
19,normal,I,,
19,normal,M,,
19,normal,O,,
19,normal,P,,
19,normal,N,,
19,normal,Q,,
19,normal,R,,
19,normal,S,,
19,normal,T,,
19,normal,U,,
19,normal,END,,
20,normal,START,,
20,normal,F,,
20,normal,L,,
20,normal,M,,
20,normal,P,,
20,normal,Q,,
20,normal,N,,
20,normal,O,,
20,normal,R,,
20,normal,S,,
20,normal,T,,
20,normal,U,,
20,normal,END,,
21,anomaly,START,skipping_activity,"{'index': 12, 'activity': 'U'}"
21,anomaly,F,skipping_activity,"{'index': 12, 'activity': 'U'}"
21,anomaly,J,skipping_activity,"{'index': 12, 'activity': 'U'}"
21,anomaly,K,skipping_activity,"{'index': 12, 'activity': 'U'}"
21,anomaly,M,skipping_activity,"{'index': 12, 'activity': 'U'}"
21,anomaly,O,skipping_activity,"{'index': 12, 'activity': 'U'}"
21,anomaly,P,skipping_activity,"{'index': 12, 'activity': 'U'}"
21,anomaly,Q,skipping_activity,"{'index': 12, 'activity': 'U'}"
21,anomaly,N,skipping_activity,"{'index': 12, 'activity': 'U'}"
21,anomaly,R,skipping_activity,"{'index': 12, 'activity': 'U'}"
21,anomaly,S,skipping_activity,"{'index': 12, 'activity': 'U'}"
21,anomaly,T,skipping_activity,"{'index': 12, 'activity': 'U'}"
21,anomaly,END,skipping_activity,"{'index': 12, 'activity': 'U'}"
22,normal,START,,
22,normal,F,,
22,normal,G,,
22,normal,M,,
22,normal,O,,
22,normal,Q,,
22,normal,P,,
22,normal,N,,
22,normal,R,,
22,normal,S,,
22,normal,T,,
22,normal,U,,
22,normal,END,,
23,anomaly,START,skipping_activity,"{'index': 12, 'activity': 'U'}"
23,anomaly,F,skipping_activity,"{'index': 12, 'activity': 'U'}"
23,anomaly,J,skipping_activity,"{'index': 12, 'activity': 'U'}"
23,anomaly,K,skipping_activity,"{'index': 12, 'activity': 'U'}"
23,anomaly,M,skipping_activity,"{'index': 12, 'activity': 'U'}"
23,anomaly,N,skipping_activity,"{'index': 12, 'activity': 'U'}"
23,anomaly,O,skipping_activity,"{'index': 12, 'activity': 'U'}"
23,anomaly,P,skipping_activity,"{'index': 12, 'activity': 'U'}"
23,anomaly,Q,skipping_activity,"{'index': 12, 'activity': 'U'}"
23,anomaly,R,skipping_activity,"{'index': 12, 'activity': 'U'}"
23,anomaly,S,skipping_activity,"{'index': 12, 'activity': 'U'}"
23,anomaly,T,skipping_activity,"{'index': 12, 'activity': 'U'}"
23,anomaly,END,skipping_activity,"{'index': 12, 'activity': 'U'}"
24,normal,START,,
24,normal,F,,
24,normal,L,,
24,normal,M,,
24,normal,P,,
24,normal,O,,
24,normal,N,,
24,normal,Q,,
24,normal,R,,
24,normal,S,,
24,normal,T,,
24,normal,U,,
24,normal,END,,
25,normal,START,,
25,normal,F,,
25,normal,J,,
25,normal,K,,
25,normal,M,,
25,normal,O,,
25,normal,P,,
25,normal,N,,
25,normal,Q,,
25,normal,R,,
25,normal,S,,
25,normal,T,,
25,normal,U,,
25,normal,END,,
26,anomaly,START,skipping_activity,"{'index': 9, 'activity': 'R'}"
26,anomaly,F,skipping_activity,"{'index': 9, 'activity': 'R'}"
26,anomaly,J,skipping_activity,"{'index': 9, 'activity': 'R'}"
26,anomaly,K,skipping_activity,"{'index': 9, 'activity': 'R'}"
26,anomaly,M,skipping_activity,"{'index': 9, 'activity': 'R'}"
26,anomaly,Q,skipping_activity,"{'index': 9, 'activity': 'R'}"
26,anomaly,O,skipping_activity,"{'index': 9, 'activity': 'R'}"
26,anomaly,P,skipping_activity,"{'index': 9, 'activity': 'R'}"
26,anomaly,N,skipping_activity,"{'index': 9, 'activity': 'R'}"
26,anomaly,S,skipping_activity,"{'index': 9, 'activity': 'R'}"
26,anomaly,T,skipping_activity,"{'index': 9, 'activity': 'R'}"
26,anomaly,U,skipping_activity,"{'index': 9, 'activity': 'R'}"
26,anomaly,END,skipping_activity,"{'index': 9, 'activity': 'R'}"
27,anomaly,START,skipping_activity,"{'index': 4, 'activity': 'M'}"
27,anomaly,F,skipping_activity,"{'index': 4, 'activity': 'M'}"
27,anomaly,J,skipping_activity,"{'index': 4, 'activity': 'M'}"
27,anomaly,K,skipping_activity,"{'index': 4, 'activity': 'M'}"
27,anomaly,O,skipping_activity,"{'index': 4, 'activity': 'M'}"
27,anomaly,N,skipping_activity,"{'index': 4, 'activity': 'M'}"
27,anomaly,P,skipping_activity,"{'index': 4, 'activity': 'M'}"
27,anomaly,Q,skipping_activity,"{'index': 4, 'activity': 'M'}"
27,anomaly,R,skipping_activity,"{'index': 4, 'activity': 'M'}"
27,anomaly,S,skipping_activity,"{'index': 4, 'activity': 'M'}"
27,anomaly,T,skipping_activity,"{'index': 4, 'activity': 'M'}"
27,anomaly,U,skipping_activity,"{'index': 4, 'activity': 'M'}"
27,anomaly,END,skipping_activity,"{'index': 4, 'activity': 'M'}"
28,normal,START,,
28,normal,F,,
28,normal,J,,
28,normal,K,,
28,normal,M,,
28,normal,Q,,
28,normal,O,,
28,normal,P,,
28,normal,N,,
28,normal,R,,
28,normal,S,,
28,normal,T,,
28,normal,U,,
28,normal,END,,
29,normal,START,,
29,normal,F,,
29,normal,G,,
29,normal,M,,
29,normal,Q,,
29,normal,N,,
29,normal,P,,
29,normal,O,,
29,normal,R,,
29,normal,S,,
29,normal,T,,
29,normal,U,,
29,normal,END,,
30,normal,START,,
30,normal,F,,
30,normal,L,,
30,normal,M,,
30,normal,Q,,
30,normal,P,,
30,normal,N,,
30,normal,O,,
30,normal,R,,
30,normal,S,,
30,normal,T,,
30,normal,S,,
30,normal,T,,
30,normal,U,,
30,normal,END,,
31,anomaly,START,skipping_activity,"{'index': 7, 'activity': 'O'}"
31,anomaly,F,skipping_activity,"{'index': 7, 'activity': 'O'}"
31,anomaly,L,skipping_activity,"{'index': 7, 'activity': 'O'}"
31,anomaly,M,skipping_activity,"{'index': 7, 'activity': 'O'}"
31,anomaly,P,skipping_activity,"{'index': 7, 'activity': 'O'}"
31,anomaly,Q,skipping_activity,"{'index': 7, 'activity': 'O'}"
31,anomaly,N,skipping_activity,"{'index': 7, 'activity': 'O'}"
31,anomaly,R,skipping_activity,"{'index': 7, 'activity': 'O'}"
31,anomaly,S,skipping_activity,"{'index': 7, 'activity': 'O'}"
31,anomaly,T,skipping_activity,"{'index': 7, 'activity': 'O'}"
31,anomaly,U,skipping_activity,"{'index': 7, 'activity': 'O'}"
31,anomaly,END,skipping_activity,"{'index': 7, 'activity': 'O'}"
32,normal,START,,
32,normal,F,,
32,normal,J,,
32,normal,K,,
32,normal,M,,
32,normal,P,,
32,normal,Q,,
32,normal,N,,
32,normal,O,,
32,normal,R,,
32,normal,S,,
32,normal,T,,
32,normal,U,,
32,normal,END,,
33,normal,START,,
33,normal,F,,
33,normal,G,,
33,normal,M,,
33,normal,P,,
33,normal,N,,
33,normal,O,,
33,normal,Q,,
33,normal,R,,
33,normal,S,,
33,normal,T,,
33,normal,U,,
33,normal,END,,
34,normal,START,,
34,normal,F,,
34,normal,L,,
34,normal,M,,
34,normal,Q,,
34,normal,O,,
34,normal,N,,
34,normal,P,,
34,normal,R,,
34,normal,S,,
34,normal,T,,
34,normal,U,,
34,normal,END,,
35,normal,START,,
35,normal,F,,
35,normal,G,,
35,normal,H,,
35,normal,I,,
35,normal,M,,
35,normal,O,,
35,normal,Q,,
35,normal,P,,
35,normal,N,,
35,normal,R,,
35,normal,S,,
35,normal,T,,
35,normal,S,,
35,normal,T,,
35,normal,U,,
35,normal,END,,
36,anomaly,START,skipping_activity,"{'index': 9, 'activity': 'N'}"
36,anomaly,F,skipping_activity,"{'index': 9, 'activity': 'N'}"
36,anomaly,G,skipping_activity,"{'index': 9, 'activity': 'N'}"
36,anomaly,H,skipping_activity,"{'index': 9, 'activity': 'N'}"
36,anomaly,I,skipping_activity,"{'index': 9, 'activity': 'N'}"
36,anomaly,M,skipping_activity,"{'index': 9, 'activity': 'N'}"
36,anomaly,O,skipping_activity,"{'index': 9, 'activity': 'N'}"
36,anomaly,Q,skipping_activity,"{'index': 9, 'activity': 'N'}"
36,anomaly,P,skipping_activity,"{'index': 9, 'activity': 'N'}"
36,anomaly,R,skipping_activity,"{'index': 9, 'activity': 'N'}"
36,anomaly,S,skipping_activity,"{'index': 9, 'activity': 'N'}"
36,anomaly,T,skipping_activity,"{'index': 9, 'activity': 'N'}"
36,anomaly,U,skipping_activity,"{'index': 9, 'activity': 'N'}"
36,anomaly,END,skipping_activity,"{'index': 9, 'activity': 'N'}"
37,normal,START,,
37,normal,F,,
37,normal,G,,
37,normal,M,,
37,normal,O,,
37,normal,P,,
37,normal,Q,,
37,normal,N,,
37,normal,R,,
37,normal,S,,
37,normal,T,,
37,normal,U,,
37,normal,END,,
38,normal,START,,
38,normal,F,,
38,normal,J,,
38,normal,K,,
38,normal,M,,
38,normal,O,,
38,normal,N,,
38,normal,P,,
38,normal,Q,,
38,normal,R,,
38,normal,S,,
38,normal,T,,
38,normal,U,,
38,normal,END,,
39,normal,START,,
39,normal,F,,
39,normal,J,,
39,normal,K,,
39,normal,M,,
39,normal,Q,,
39,normal,N,,
39,normal,P,,
39,normal,O,,
39,normal,R,,
39,normal,S,,
39,normal,T,,
39,normal,U,,
39,normal,END,,
40,normal,START,,
40,normal,F,,
40,normal,G,,
40,normal,H,,
40,normal,I,,
40,normal,M,,
40,normal,O,,
40,normal,N,,
40,normal,Q,,
40,normal,P,,
40,normal,R,,
40,normal,S,,
40,normal,T,,
40,normal,U,,
40,normal,END,,
41,normal,START,,
41,normal,F,,
41,normal,J,,
41,normal,K,,
41,normal,M,,
41,normal,N,,
41,normal,P,,
41,normal,Q,,
41,normal,O,,
41,normal,R,,
41,normal,S,,
41,normal,T,,
41,normal,U,,
41,normal,END,,
42,normal,START,,
42,normal,F,,
42,normal,J,,
42,normal,K,,
42,normal,M,,
42,normal,O,,
42,normal,P,,
42,normal,Q,,
42,normal,N,,
42,normal,R,,
42,normal,S,,
42,normal,T,,
42,normal,U,,
42,normal,END,,
43,normal,START,,
43,normal,F,,
43,normal,L,,
43,normal,M,,
43,normal,Q,,
43,normal,P,,
43,normal,N,,
43,normal,O,,
43,normal,R,,
43,normal,S,,
43,normal,T,,
43,normal,U,,
43,normal,END,,
44,anomaly,START,skipping_activity,"{'index': 2, 'activity': 'J'}"
44,anomaly,F,skipping_activity,"{'index': 2, 'activity': 'J'}"
44,anomaly,K,skipping_activity,"{'index': 2, 'activity': 'J'}"
44,anomaly,M,skipping_activity,"{'index': 2, 'activity': 'J'}"
44,anomaly,N,skipping_activity,"{'index': 2, 'activity': 'J'}"
44,anomaly,O,skipping_activity,"{'index': 2, 'activity': 'J'}"
44,anomaly,P,skipping_activity,"{'index': 2, 'activity': 'J'}"
44,anomaly,Q,skipping_activity,"{'index': 2, 'activity': 'J'}"
44,anomaly,R,skipping_activity,"{'index': 2, 'activity': 'J'}"
44,anomaly,S,skipping_activity,"{'index': 2, 'activity': 'J'}"
44,anomaly,T,skipping_activity,"{'index': 2, 'activity': 'J'}"
44,anomaly,U,skipping_activity,"{'index': 2, 'activity': 'J'}"
44,anomaly,END,skipping_activity,"{'index': 2, 'activity': 'J'}"
45,normal,START,,
45,normal,F,,
45,normal,J,,
45,normal,K,,
45,normal,M,,
45,normal,N,,
45,normal,O,,
45,normal,Q,,
45,normal,P,,
45,normal,R,,
45,normal,S,,
45,normal,T,,
45,normal,U,,
45,normal,END,,
46,normal,START,,
46,normal,F,,
46,normal,J,,
46,normal,K,,
46,normal,M,,
46,normal,N,,
46,normal,Q,,
46,normal,P,,
46,normal,O,,
46,normal,R,,
46,normal,S,,
46,normal,T,,
46,normal,U,,
46,normal,END,,
47,anomaly,START,skipping_activity,"{'index': 2, 'activity': 'J'}"
47,anomaly,F,skipping_activity,"{'index': 2, 'activity': 'J'}"
47,anomaly,K,skipping_activity,"{'index': 2, 'activity': 'J'}"
47,anomaly,M,skipping_activity,"{'index': 2, 'activity': 'J'}"
47,anomaly,Q,skipping_activity,"{'index': 2, 'activity': 'J'}"
47,anomaly,P,skipping_activity,"{'index': 2, 'activity': 'J'}"
47,anomaly,O,skipping_activity,"{'index': 2, 'activity': 'J'}"
47,anomaly,N,skipping_activity,"{'index': 2, 'activity': 'J'}"
47,anomaly,R,skipping_activity,"{'index': 2, 'activity': 'J'}"
47,anomaly,S,skipping_activity,"{'index': 2, 'activity': 'J'}"
47,anomaly,T,skipping_activity,"{'index': 2, 'activity': 'J'}"
47,anomaly,U,skipping_activity,"{'index': 2, 'activity': 'J'}"
47,anomaly,END,skipping_activity,"{'index': 2, 'activity': 'J'}"
48,normal,START,,
48,normal,F,,
48,normal,G,,
48,normal,H,,
48,normal,I,,
48,normal,M,,
48,normal,O,,
48,normal,N,,
48,normal,Q,,
48,normal,P,,
48,normal,R,,
48,normal,S,,
48,normal,T,,
48,normal,U,,
48,normal,END,,
49,anomaly,START,skipping_activity,"{'index': 3, 'activity': 'M'}"
49,anomaly,F,skipping_activity,"{'index': 3, 'activity': 'M'}"
49,anomaly,L,skipping_activity,"{'index': 3, 'activity': 'M'}"
49,anomaly,N,skipping_activity,"{'index': 3, 'activity': 'M'}"
49,anomaly,P,skipping_activity,"{'index': 3, 'activity': 'M'}"
49,anomaly,Q,skipping_activity,"{'index': 3, 'activity': 'M'}"
49,anomaly,O,skipping_activity,"{'index': 3, 'activity': 'M'}"
49,anomaly,R,skipping_activity,"{'index': 3, 'activity': 'M'}"
49,anomaly,S,skipping_activity,"{'index': 3, 'activity': 'M'}"
49,anomaly,T,skipping_activity,"{'index': 3, 'activity': 'M'}"
49,anomaly,U,skipping_activity,"{'index': 3, 'activity': 'M'}"
49,anomaly,END,skipping_activity,"{'index': 3, 'activity': 'M'}"
50,normal,START,,
50,normal,F,,
50,normal,J,,
50,normal,K,,
50,normal,M,,
50,normal,N,,
50,normal,O,,
50,normal,Q,,
50,normal,P,,
50,normal,R,,
50,normal,S,,
50,normal,T,,
50,normal,U,,
50,normal,END,,
51,anomaly,START,skipping_activity,"{'index': 7, 'activity': 'O'}"
51,anomaly,F,skipping_activity,"{'index': 7, 'activity': 'O'}"
51,anomaly,G,skipping_activity,"{'index': 7, 'activity': 'O'}"
51,anomaly,M,skipping_activity,"{'index': 7, 'activity': 'O'}"
51,anomaly,P,skipping_activity,"{'index': 7, 'activity': 'O'}"
51,anomaly,Q,skipping_activity,"{'index': 7, 'activity': 'O'}"
51,anomaly,N,skipping_activity,"{'index': 7, 'activity': 'O'}"
51,anomaly,R,skipping_activity,"{'index': 7, 'activity': 'O'}"
51,anomaly,S,skipping_activity,"{'index': 7, 'activity': 'O'}"
51,anomaly,T,skipping_activity,"{'index': 7, 'activity': 'O'}"
51,anomaly,U,skipping_activity,"{'index': 7, 'activity': 'O'}"
51,anomaly,END,skipping_activity,"{'index': 7, 'activity': 'O'}"
52,normal,START,,
52,normal,F,,
52,normal,J,,
52,normal,K,,
52,normal,M,,
52,normal,O,,
52,normal,P,,
52,normal,N,,
52,normal,Q,,
52,normal,R,,
52,normal,S,,
52,normal,T,,
52,normal,U,,
52,normal,END,,
53,anomaly,START,skipping_activity,"{'index': 4, 'activity': 'I'}"
53,anomaly,F,skipping_activity,"{'index': 4, 'activity': 'I'}"
53,anomaly,G,skipping_activity,"{'index': 4, 'activity': 'I'}"
53,anomaly,H,skipping_activity,"{'index': 4, 'activity': 'I'}"
53,anomaly,M,skipping_activity,"{'index': 4, 'activity': 'I'}"
53,anomaly,P,skipping_activity,"{'index': 4, 'activity': 'I'}"
53,anomaly,O,skipping_activity,"{'index': 4, 'activity': 'I'}"
53,anomaly,Q,skipping_activity,"{'index': 4, 'activity': 'I'}"
53,anomaly,N,skipping_activity,"{'index': 4, 'activity': 'I'}"
53,anomaly,R,skipping_activity,"{'index': 4, 'activity': 'I'}"
53,anomaly,S,skipping_activity,"{'index': 4, 'activity': 'I'}"
53,anomaly,T,skipping_activity,"{'index': 4, 'activity': 'I'}"
53,anomaly,U,skipping_activity,"{'index': 4, 'activity': 'I'}"
53,anomaly,END,skipping_activity,"{'index': 4, 'activity': 'I'}"
54,normal,START,,
54,normal,F,,
54,normal,L,,
54,normal,M,,
54,normal,Q,,
54,normal,N,,
54,normal,O,,
54,normal,P,,
54,normal,R,,
54,normal,S,,
54,normal,T,,
54,normal,S,,
54,normal,T,,
54,normal,U,,
54,normal,END,,
55,normal,START,,
55,normal,F,,
55,normal,L,,
55,normal,M,,
55,normal,N,,
55,normal,Q,,
55,normal,O,,
55,normal,P,,
55,normal,R,,
55,normal,S,,
55,normal,T,,
55,normal,U,,
55,normal,END,,
56,normal,START,,
56,normal,F,,
56,normal,G,,
56,normal,H,,
56,normal,I,,
56,normal,M,,
56,normal,N,,
56,normal,P,,
56,normal,Q,,
56,normal,O,,
56,normal,R,,
56,normal,S,,
56,normal,T,,
56,normal,U,,
56,normal,END,,
57,normal,START,,
57,normal,F,,
57,normal,G,,
57,normal,H,,
57,normal,I,,
57,normal,M,,
57,normal,Q,,
57,normal,N,,
57,normal,O,,
57,normal,P,,
57,normal,R,,
57,normal,S,,
57,normal,T,,
