traceid,label,activity,anomaly_type,anomaly_details
9,normal,P,,
9,normal,O,,
9,normal,R,,
9,normal,S,,
9,normal,T,,
9,normal,U,,
9,normal,END,,
10,anomaly,START,skipping_activity,"{'index': 9, 'activity': 'S'}"
10,anomaly,F,skipping_activity,"{'index': 9, 'activity': 'S'}"
10,anomaly,G,skipping_activity,"{'index': 9, 'activity': 'S'}"
10,anomaly,M,skipping_activity,"{'index': 9, 'activity': 'S'}"
10,anomaly,Q,skipping_activity,"{'index': 9, 'activity': 'S'}"
10,anomaly,O,skipping_activity,"{'index': 9, 'activity': 'S'}"
10,anomaly,N,skipping_activity,"{'index': 9, 'activity': 'S'}"
10,anomaly,P,skipping_activity,"{'index': 9, 'activity': 'S'}"
10,anomaly,R,skipping_activity,"{'index': 9, 'activity': 'S'}"
10,anomaly,T,skipping_activity,"{'index': 9, 'activity': 'S'}"
10,anomaly,U,skipping_activity,"{'index': 9, 'activity': 'S'}"
10,anomaly,END,skipping_activity,"{'index': 9, 'activity': 'S'}"
11,anomaly,START,skipping_activity,"{'index': 10, 'activity': 'T'}"
11,anomaly,F,skipping_activity,"{'index': 10, 'activity': 'T'}"
11,anomaly,L,skipping_activity,"{'index': 10, 'activity': 'T'}"
11,anomaly,M,skipping_activity,"{'index': 10, 'activity': 'T'}"
11,anomaly,O,skipping_activity,"{'index': 10, 'activity': 'T'}"
11,anomaly,N,skipping_activity,"{'index': 10, 'activity': 'T'}"
11,anomaly,Q,skipping_activity,"{'index': 10, 'activity': 'T'}"
11,anomaly,P,skipping_activity,"{'index': 10, 'activity': 'T'}"
11,anomaly,R,skipping_activity,"{'index': 10, 'activity': 'T'}"
11,anomaly,S,skipping_activity,"{'index': 10, 'activity': 'T'}"
11,anomaly,U,skipping_activity,"{'index': 10, 'activity': 'T'}"
11,anomaly,END,skipping_activity,"{'index': 10, 'activity': 'T'}"
12,anomaly,START,skipping_activity,"{'index': 4, 'activity': 'P'}"
12,anomaly,F,skipping_activity,"{'index': 4, 'activity': 'P'}"
12,anomaly,L,skipping_activity,"{'index': 4, 'activity': 'P'}"
12,anomaly,M,skipping_activity,"{'index': 4, 'activity': 'P'}"
12,anomaly,Q,skipping_activity,"{'index': 4, 'activity': 'P'}"
12,anomaly,O,skipping_activity,"{'index': 4, 'activity': 'P'}"
12,anomaly,N,skipping_activity,"{'index': 4, 'activity': 'P'}"
12,anomaly,R,skipping_activity,"{'index': 4, 'activity': 'P'}"
12,anomaly,S,skipping_activity,"{'index': 4, 'activity': 'P'}"
12,anomaly,T,skipping_activity,"{'index': 4, 'activity': 'P'}"
12,anomaly,U,skipping_activity,"{'index': 4, 'activity': 'P'}"
12,anomaly,END,skipping_activity,"{'index': 4, 'activity': 'P'}"
13,normal,START,,
13,normal,F,,
13,normal,J,,
13,normal,K,,
13,normal,M,,
13,normal,O,,
13,normal,Q,,
13,normal,P,,
13,normal,N,,
13,normal,R,,
13,normal,S,,
13,normal,T,,
13,normal,U,,
13,normal,END,,
14,anomaly,START,skipping_activity,"{'index': 10, 'activity': 'S'}"
14,anomaly,F,skipping_activity,"{'index': 10, 'activity': 'S'}"
14,anomaly,J,skipping_activity,"{'index': 10, 'activity': 'S'}"
14,anomaly,K,skipping_activity,"{'index': 10, 'activity': 'S'}"
14,anomaly,M,skipping_activity,"{'index': 10, 'activity': 'S'}"
14,anomaly,O,skipping_activity,"{'index': 10, 'activity': 'S'}"
14,anomaly,N,skipping_activity,"{'index': 10, 'activity': 'S'}"
14,anomaly,Q,skipping_activity,"{'index': 10, 'activity': 'S'}"
14,anomaly,P,skipping_activity,"{'index': 10, 'activity': 'S'}"
14,anomaly,R,skipping_activity,"{'index': 10, 'activity': 'S'}"
14,anomaly,T,skipping_activity,"{'index': 10, 'activity': 'S'}"
14,anomaly,U,skipping_activity,"{'index': 10, 'activity': 'S'}"
14,anomaly,END,skipping_activity,"{'index': 10, 'activity': 'S'}"
15,anomaly,START,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,F,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,J,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,M,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,N,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,Q,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,P,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,O,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,R,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,S,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,T,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,S,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,T,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,U,skipping_activity,"{'index': 3, 'activity': 'K'}"
15,anomaly,END,skipping_activity,"{'index': 3, 'activity': 'K'}"
16,normal,START,,
16,normal,F,,
16,normal,L,,
16,normal,M,,
16,normal,N,,
16,normal,P,,
16,normal,O,,
16,normal,Q,,
16,normal,R,,
16,normal,S,,
16,normal,T,,
16,normal,U,,
16,normal,END,,
17,anomaly,START,skipping_activity,"{'index': 12, 'activity': 'U'}"
17,anomaly,F,skipping_activity,"{'index': 12, 'activity': 'U'}"
17,anomaly,J,skipping_activity,"{'index': 12, 'activity': 'U'}"
17,anomaly,K,skipping_activity,"{'index': 12, 'activity': 'U'}"
17,anomaly,M,skipping_activity,"{'index': 12, 'activity': 'U'}"
17,anomaly,O,skipping_activity,"{'index': 12, 'activity': 'U'}"
17,anomaly,P,skipping_activity,"{'index': 12, 'activity': 'U'}"
17,anomaly,Q,skipping_activity,"{'index': 12, 'activity': 'U'}"
17,anomaly,N,skipping_activity,"{'index': 12, 'activity': 'U'}"
17,anomaly,R,skipping_activity,"{'index': 12, 'activity': 'U'}"
17,anomaly,S,skipping_activity,"{'index': 12, 'activity': 'U'}"
17,anomaly,T,skipping_activity,"{'index': 12, 'activity': 'U'}"
17,anomaly,END,skipping_activity,"{'index': 12, 'activity': 'U'}"
18,anomaly,START,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,F,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,G,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,H,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,I,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,O,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,P,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,Q,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,N,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,R,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,S,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,T,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,S,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,T,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,U,skipping_activity,"{'index': 5, 'activity': 'M'}"
18,anomaly,END,skipping_activity,"{'index': 5, 'activity': 'M'}"
19,normal,START,,
19,normal,F,,
19,normal,G,,
19,normal,H,,
19,normal,I,,
19,normal,M,,
19,normal,O,,
19,normal,P,,
19,normal,N,,
19,normal,Q,,
19,normal,R,,
19,normal,S,,
19,normal,T,,
19,normal,U,,
19,normal,END,,
20,anomaly,START,skipping_activity,"{'index': 5, 'activity': 'Q'}"
20,anomaly,F,skipping_activity,"{'index': 5, 'activity': 'Q'}"
20,anomaly,L,skipping_activity,"{'index': 5, 'activity': 'Q'}"
20,anomaly,M,skipping_activity,"{'index': 5, 'activity': 'Q'}"
20,anomaly,P,skipping_activity,"{'index': 5, 'activity': 'Q'}"
20,anomaly,N,skipping_activity,"{'index': 5, 'activity': 'Q'}"
20,anomaly,O,skipping_activity,"{'index': 5, 'activity': 'Q'}"
20,anomaly,R,skipping_activity,"{'index': 5, 'activity': 'Q'}"
20,anomaly,S,skipping_activity,"{'index': 5, 'activity': 'Q'}"
20,anomaly,T,skipping_activity,"{'index': 5, 'activity': 'Q'}"
20,anomaly,U,skipping_activity,"{'index': 5, 'activity': 'Q'}"
20,anomaly,END,skipping_activity,"{'index': 5, 'activity': 'Q'}"
21,anomaly,START,skipping_activity,"{'index': 2, 'activity': 'J'}"
21,anomaly,F,skipping_activity,"{'index': 2, 'activity': 'J'}"
21,anomaly,K,skipping_activity,"{'index': 2, 'activity': 'J'}"
21,anomaly,M,skipping_activity,"{'index': 2, 'activity': 'J'}"
21,anomaly,O,skipping_activity,"{'index': 2, 'activity': 'J'}"
21,anomaly,P,skipping_activity,"{'index': 2, 'activity': 'J'}"
21,anomaly,Q,skipping_activity,"{'index': 2, 'activity': 'J'}"
21,anomaly,N,skipping_activity,"{'index': 2, 'activity': 'J'}"
21,anomaly,R,skipping_activity,"{'index': 2, 'activity': 'J'}"
21,anomaly,S,skipping_activity,"{'index': 2, 'activity': 'J'}"
21,anomaly,T,skipping_activity,"{'index': 2, 'activity': 'J'}"
21,anomaly,U,skipping_activity,"{'index': 2, 'activity': 'J'}"
21,anomaly,END,skipping_activity,"{'index': 2, 'activity': 'J'}"
22,normal,START,,
22,normal,F,,
22,normal,G,,
22,normal,M,,
22,normal,O,,
22,normal,Q,,
22,normal,P,,
22,normal,N,,
22,normal,R,,
22,normal,S,,
22,normal,T,,
22,normal,U,,
22,normal,END,,
23,normal,START,,
23,normal,F,,
23,normal,J,,
23,normal,K,,
23,normal,M,,
23,normal,N,,
23,normal,O,,
23,normal,P,,
23,normal,Q,,
23,normal,R,,
23,normal,S,,
23,normal,T,,
23,normal,U,,
23,normal,END,,
24,anomaly,START,skipping_activity,"{'index': 3, 'activity': 'M'}"
24,anomaly,F,skipping_activity,"{'index': 3, 'activity': 'M'}"
24,anomaly,L,skipping_activity,"{'index': 3, 'activity': 'M'}"
24,anomaly,P,skipping_activity,"{'index': 3, 'activity': 'M'}"
24,anomaly,O,skipping_activity,"{'index': 3, 'activity': 'M'}"
24,anomaly,N,skipping_activity,"{'index': 3, 'activity': 'M'}"
24,anomaly,Q,skipping_activity,"{'index': 3, 'activity': 'M'}"
24,anomaly,R,skipping_activity,"{'index': 3, 'activity': 'M'}"
24,anomaly,S,skipping_activity,"{'index': 3, 'activity': 'M'}"
24,anomaly,T,skipping_activity,"{'index': 3, 'activity': 'M'}"
24,anomaly,U,skipping_activity,"{'index': 3, 'activity': 'M'}"
24,anomaly,END,skipping_activity,"{'index': 3, 'activity': 'M'}"
25,anomaly,START,skipping_activity,"{'index': 9, 'activity': 'R'}"
25,anomaly,F,skipping_activity,"{'index': 9, 'activity': 'R'}"
25,anomaly,J,skipping_activity,"{'index': 9, 'activity': 'R'}"
25,anomaly,K,skipping_activity,"{'index': 9, 'activity': 'R'}"
25,anomaly,M,skipping_activity,"{'index': 9, 'activity': 'R'}"
25,anomaly,O,skipping_activity,"{'index': 9, 'activity': 'R'}"
25,anomaly,P,skipping_activity,"{'index': 9, 'activity': 'R'}"
25,anomaly,N,skipping_activity,"{'index': 9, 'activity': 'R'}"
25,anomaly,Q,skipping_activity,"{'index': 9, 'activity': 'R'}"
25,anomaly,S,skipping_activity,"{'index': 9, 'activity': 'R'}"
25,anomaly,T,skipping_activity,"{'index': 9, 'activity': 'R'}"
25,anomaly,U,skipping_activity,"{'index': 9, 'activity': 'R'}"
25,anomaly,END,skipping_activity,"{'index': 9, 'activity': 'R'}"
26,normal,START,,
26,normal,F,,
26,normal,J,,
26,normal,K,,
26,normal,M,,
26,normal,Q,,
26,normal,O,,
26,normal,P,,
26,normal,N,,
26,normal,R,,
26,normal,S,,
26,normal,T,,
26,normal,U,,
26,normal,END,,
27,normal,START,,
27,normal,F,,
27,normal,J,,
27,normal,K,,
27,normal,M,,
27,normal,O,,
27,normal,N,,
27,normal,P,,
27,normal,Q,,
27,normal,R,,
27,normal,S,,
27,normal,T,,
27,normal,U,,
27,normal,END,,
28,anomaly,START,skipping_activity,"{'index': 7, 'activity': 'P'}"
28,anomaly,F,skipping_activity,"{'index': 7, 'activity': 'P'}"
28,anomaly,J,skipping_activity,"{'index': 7, 'activity': 'P'}"
28,anomaly,K,skipping_activity,"{'index': 7, 'activity': 'P'}"
28,anomaly,M,skipping_activity,"{'index': 7, 'activity': 'P'}"
28,anomaly,Q,skipping_activity,"{'index': 7, 'activity': 'P'}"
28,anomaly,O,skipping_activity,"{'index': 7, 'activity': 'P'}"
28,anomaly,N,skipping_activity,"{'index': 7, 'activity': 'P'}"
28,anomaly,R,skipping_activity,"{'index': 7, 'activity': 'P'}"
28,anomaly,S,skipping_activity,"{'index': 7, 'activity': 'P'}"
28,anomaly,T,skipping_activity,"{'index': 7, 'activity': 'P'}"
28,anomaly,U,skipping_activity,"{'index': 7, 'activity': 'P'}"
28,anomaly,END,skipping_activity,"{'index': 7, 'activity': 'P'}"
29,normal,START,,
29,normal,F,,
29,normal,G,,
29,normal,M,,
29,normal,Q,,
29,normal,N,,
29,normal,P,,
29,normal,O,,
29,normal,R,,
29,normal,S,,
29,normal,T,,
29,normal,U,,
29,normal,END,,
30,normal,START,,
30,normal,F,,
30,normal,L,,
30,normal,M,,
30,normal,Q,,
30,normal,P,,
30,normal,N,,
30,normal,O,,
30,normal,R,,
30,normal,S,,
30,normal,T,,
30,normal,S,,
30,normal,T,,
30,normal,U,,
30,normal,END,,
31,anomaly,START,skipping_activity,"{'index': 9, 'activity': 'S'}"
31,anomaly,F,skipping_activity,"{'index': 9, 'activity': 'S'}"
31,anomaly,L,skipping_activity,"{'index': 9, 'activity': 'S'}"
31,anomaly,M,skipping_activity,"{'index': 9, 'activity': 'S'}"
31,anomaly,P,skipping_activity,"{'index': 9, 'activity': 'S'}"
31,anomaly,Q,skipping_activity,"{'index': 9, 'activity': 'S'}"
31,anomaly,N,skipping_activity,"{'index': 9, 'activity': 'S'}"
31,anomaly,O,skipping_activity,"{'index': 9, 'activity': 'S'}"
31,anomaly,R,skipping_activity,"{'index': 9, 'activity': 'S'}"
31,anomaly,T,skipping_activity,"{'index': 9, 'activity': 'S'}"
31,anomaly,U,skipping_activity,"{'index': 9, 'activity': 'S'}"
31,anomaly,END,skipping_activity,"{'index': 9, 'activity': 'S'}"
32,normal,START,,
32,normal,F,,
32,normal,J,,
32,normal,K,,
32,normal,M,,
32,normal,P,,
32,normal,Q,,
32,normal,N,,
32,normal,O,,
32,normal,R,,
32,normal,S,,
32,normal,T,,
32,normal,U,,
32,normal,END,,
33,anomaly,START,skipping_activity,"{'index': 10, 'activity': 'T'}"
33,anomaly,F,skipping_activity,"{'index': 10, 'activity': 'T'}"
33,anomaly,G,skipping_activity,"{'index': 10, 'activity': 'T'}"
33,anomaly,M,skipping_activity,"{'index': 10, 'activity': 'T'}"
33,anomaly,P,skipping_activity,"{'index': 10, 'activity': 'T'}"
33,anomaly,N,skipping_activity,"{'index': 10, 'activity': 'T'}"
33,anomaly,O,skipping_activity,"{'index': 10, 'activity': 'T'}"
33,anomaly,Q,skipping_activity,"{'index': 10, 'activity': 'T'}"
33,anomaly,R,skipping_activity,"{'index': 10, 'activity': 'T'}"
33,anomaly,S,skipping_activity,"{'index': 10, 'activity': 'T'}"
33,anomaly,U,skipping_activity,"{'index': 10, 'activity': 'T'}"
33,anomaly,END,skipping_activity,"{'index': 10, 'activity': 'T'}"
34,normal,START,,
34,normal,F,,
34,normal,L,,
34,normal,M,,
34,normal,Q,,
34,normal,O,,
34,normal,N,,
34,normal,P,,
34,normal,R,,
34,normal,S,,
34,normal,T,,
34,normal,U,,
34,normal,END,,
35,normal,START,,
35,normal,F,,
35,normal,G,,
35,normal,H,,
35,normal,I,,
35,normal,M,,
35,normal,O,,
35,normal,Q,,
35,normal,P,,
35,normal,N,,
35,normal,R,,
35,normal,S,,
35,normal,T,,
35,normal,S,,
35,normal,T,,
35,normal,U,,
35,normal,END,,
36,anomaly,START,skipping_activity,"{'index': 6, 'activity': 'O'}"
36,anomaly,F,skipping_activity,"{'index': 6, 'activity': 'O'}"
36,anomaly,G,skipping_activity,"{'index': 6, 'activity': 'O'}"
36,anomaly,H,skipping_activity,"{'index': 6, 'activity': 'O'}"
36,anomaly,I,skipping_activity,"{'index': 6, 'activity': 'O'}"
36,anomaly,M,skipping_activity,"{'index': 6, 'activity': 'O'}"
36,anomaly,Q,skipping_activity,"{'index': 6, 'activity': 'O'}"
36,anomaly,P,skipping_activity,"{'index': 6, 'activity': 'O'}"
36,anomaly,N,skipping_activity,"{'index': 6, 'activity': 'O'}"
36,anomaly,R,skipping_activity,"{'index': 6, 'activity': 'O'}"
36,anomaly,S,skipping_activity,"{'index': 6, 'activity': 'O'}"
36,anomaly,T,skipping_activity,"{'index': 6, 'activity': 'O'}"
36,anomaly,U,skipping_activity,"{'index': 6, 'activity': 'O'}"
36,anomaly,END,skipping_activity,"{'index': 6, 'activity': 'O'}"
37,normal,START,,
37,normal,F,,
37,normal,G,,
37,normal,M,,
37,normal,O,,
37,normal,P,,
37,normal,Q,,
37,normal,N,,
37,normal,R,,
37,normal,S,,
37,normal,T,,
37,normal,U,,
37,normal,END,,
38,anomaly,START,skipping_activity,"{'index': 4, 'activity': 'M'}"
38,anomaly,F,skipping_activity,"{'index': 4, 'activity': 'M'}"
38,anomaly,J,skipping_activity,"{'index': 4, 'activity': 'M'}"
38,anomaly,K,skipping_activity,"{'index': 4, 'activity': 'M'}"
38,anomaly,O,skipping_activity,"{'index': 4, 'activity': 'M'}"
38,anomaly,N,skipping_activity,"{'index': 4, 'activity': 'M'}"
38,anomaly,P,skipping_activity,"{'index': 4, 'activity': 'M'}"
38,anomaly,Q,skipping_activity,"{'index': 4, 'activity': 'M'}"
38,anomaly,R,skipping_activity,"{'index': 4, 'activity': 'M'}"
38,anomaly,S,skipping_activity,"{'index': 4, 'activity': 'M'}"
38,anomaly,T,skipping_activity,"{'index': 4, 'activity': 'M'}"
38,anomaly,U,skipping_activity,"{'index': 4, 'activity': 'M'}"
38,anomaly,END,skipping_activity,"{'index': 4, 'activity': 'M'}"
39,normal,START,,
39,normal,F,,
39,normal,J,,
39,normal,K,,
39,normal,M,,
39,normal,Q,,
39,normal,N,,
39,normal,P,,
39,normal,O,,
39,normal,R,,
39,normal,S,,
39,normal,T,,
39,normal,U,,
39,normal,END,,
40,anomaly,START,skipping_activity,"{'index': 10, 'activity': 'R'}"
40,anomaly,F,skipping_activity,"{'index': 10, 'activity': 'R'}"
40,anomaly,G,skipping_activity,"{'index': 10, 'activity': 'R'}"
40,anomaly,H,skipping_activity,"{'index': 10, 'activity': 'R'}"
40,anomaly,I,skipping_activity,"{'index': 10, 'activity': 'R'}"
40,anomaly,M,skipping_activity,"{'index': 10, 'activity': 'R'}"
40,anomaly,O,skipping_activity,"{'index': 10, 'activity': 'R'}"
40,anomaly,N,skipping_activity,"{'index': 10, 'activity': 'R'}"
40,anomaly,Q,skipping_activity,"{'index': 10, 'activity': 'R'}"
40,anomaly,P,skipping_activity,"{'index': 10, 'activity': 'R'}"
40,anomaly,S,skipping_activity,"{'index': 10, 'activity': 'R'}"
40,anomaly,T,skipping_activity,"{'index': 10, 'activity': 'R'}"
40,anomaly,U,skipping_activity,"{'index': 10, 'activity': 'R'}"
40,anomaly,END,skipping_activity,"{'index': 10, 'activity': 'R'}"
41,normal,START,,
41,normal,F,,
41,normal,J,,
41,normal,K,,
41,normal,M,,
41,normal,N,,
41,normal,P,,
41,normal,Q,,
41,normal,O,,
41,normal,R,,
41,normal,S,,
41,normal,T,,
41,normal,U,,
41,normal,END,,
42,anomaly,START,skipping_activity,"{'index': 9, 'activity': 'R'}"
42,anomaly,F,skipping_activity,"{'index': 9, 'activity': 'R'}"
42,anomaly,J,skipping_activity,"{'index': 9, 'activity': 'R'}"
42,anomaly,K,skipping_activity,"{'index': 9, 'activity': 'R'}"
42,anomaly,M,skipping_activity,"{'index': 9, 'activity': 'R'}"
42,anomaly,O,skipping_activity,"{'index': 9, 'activity': 'R'}"
42,anomaly,P,skipping_activity,"{'index': 9, 'activity': 'R'}"
42,anomaly,Q,skipping_activity,"{'index': 9, 'activity': 'R'}"
42,anomaly,N,skipping_activity,"{'index': 9, 'activity': 'R'}"
42,anomaly,S,skipping_activity,"{'index': 9, 'activity': 'R'}"
42,anomaly,T,skipping_activity,"{'index': 9, 'activity': 'R'}"
42,anomaly,U,skipping_activity,"{'index': 9, 'activity': 'R'}"
42,anomaly,END,skipping_activity,"{'index': 9, 'activity': 'R'}"
43,normal,START,,
43,normal,F,,
43,normal,L,,
43,normal,M,,
43,normal,Q,,
43,normal,P,,
43,normal,N,,
43,normal,O,,
43,normal,R,,
43,normal,S,,
43,normal,T,,
43,normal,U,,
43,normal,END,,
44,anomaly,START,skipping_activity,"{'index': 5, 'activity': 'N'}"
44,anomaly,F,skipping_activity,"{'index': 5, 'activity': 'N'}"
44,anomaly,J,skipping_activity,"{'index': 5, 'activity': 'N'}"
44,anomaly,K,skipping_activity,"{'index': 5, 'activity': 'N'}"
44,anomaly,M,skipping_activity,"{'index': 5, 'activity': 'N'}"
44,anomaly,O,skipping_activity,"{'index': 5, 'activity': 'N'}"
44,anomaly,P,skipping_activity,"{'index': 5, 'activity': 'N'}"
44,anomaly,Q,skipping_activity,"{'index': 5, 'activity': 'N'}"
44,anomaly,R,skipping_activity,"{'index': 5, 'activity': 'N'}"
44,anomaly,S,skipping_activity,"{'index': 5, 'activity': 'N'}"
44,anomaly,T,skipping_activity,"{'index': 5, 'activity': 'N'}"
44,anomaly,U,skipping_activity,"{'index': 5, 'activity': 'N'}"
44,anomaly,END,skipping_activity,"{'index': 5, 'activity': 'N'}"
45,anomaly,START,skipping_activity,"{'index': 3, 'activity': 'K'}"
45,anomaly,F,skipping_activity,"{'index': 3, 'activity': 'K'}"
45,anomaly,J,skipping_activity,"{'index': 3, 'activity': 'K'}"
45,anomaly,M,skipping_activity,"{'index': 3, 'activity': 'K'}"
45,anomaly,N,skipping_activity,"{'index': 3, 'activity': 'K'}"
45,anomaly,O,skipping_activity,"{'index': 3, 'activity': 'K'}"
45,anomaly,Q,skipping_activity,"{'index': 3, 'activity': 'K'}"
45,anomaly,P,skipping_activity,"{'index': 3, 'activity': 'K'}"
45,anomaly,R,skipping_activity,"{'index': 3, 'activity': 'K'}"
45,anomaly,S,skipping_activity,"{'index': 3, 'activity': 'K'}"
45,anomaly,T,skipping_activity,"{'index': 3, 'activity': 'K'}"
45,anomaly,U,skipping_activity,"{'index': 3, 'activity': 'K'}"
45,anomaly,END,skipping_activity,"{'index': 3, 'activity': 'K'}"
46,anomaly,START,skipping_activity,"{'index': 5, 'activity': 'N'}"
46,anomaly,F,skipping_activity,"{'index': 5, 'activity': 'N'}"
46,anomaly,J,skipping_activity,"{'index': 5, 'activity': 'N'}"
46,anomaly,K,skipping_activity,"{'index': 5, 'activity': 'N'}"
46,anomaly,M,skipping_activity,"{'index': 5, 'activity': 'N'}"
46,anomaly,Q,skipping_activity,"{'index': 5, 'activity': 'N'}"
46,anomaly,P,skipping_activity,"{'index': 5, 'activity': 'N'}"
46,anomaly,O,skipping_activity,"{'index': 5, 'activity': 'N'}"
46,anomaly,R,skipping_activity,"{'index': 5, 'activity': 'N'}"
46,anomaly,S,skipping_activity,"{'index': 5, 'activity': 'N'}"
46,anomaly,T,skipping_activity,"{'index': 5, 'activity': 'N'}"
46,anomaly,U,skipping_activity,"{'index': 5, 'activity': 'N'}"
46,anomaly,END,skipping_activity,"{'index': 5, 'activity': 'N'}"
47,normal,START,,
47,normal,F,,
47,normal,J,,
47,normal,K,,
47,normal,M,,
47,normal,Q,,
47,normal,P,,
47,normal,O,,
47,normal,N,,
47,normal,R,,
47,normal,S,,
47,normal,T,,
47,normal,U,,
47,normal,END,,
48,normal,START,,
48,normal,F,,
48,normal,G,,
48,normal,H,,
48,normal,I,,
48,normal,M,,
48,normal,O,,
48,normal,N,,
48,normal,Q,,
48,normal,P,,
48,normal,R,,
48,normal,S,,
48,normal,T,,
48,normal,U,,
48,normal,END,,
49,normal,START,,
49,normal,F,,
49,normal,L,,
49,normal,M,,
49,normal,N,,
49,normal,P,,
49,normal,Q,,
49,normal,O,,
49,normal,R,,
49,normal,S,,
49,normal,T,,
49,normal,U,,
49,normal,END,,
50,normal,START,,
50,normal,F,,
50,normal,J,,
50,normal,K,,
50,normal,M,,
50,normal,N,,
50,normal,O,,
50,normal,Q,,
50,normal,P,,
50,normal,R,,
50,normal,S,,
50,normal,T,,
50,normal,U,,
50,normal,END,,
51,anomaly,START,skipping_activity,"{'index': 2, 'activity': 'G'}"
51,anomaly,F,skipping_activity,"{'index': 2, 'activity': 'G'}"
51,anomaly,M,skipping_activity,"{'index': 2, 'activity': 'G'}"
51,anomaly,P,skipping_activity,"{'index': 2, 'activity': 'G'}"
